token,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,macd,macdsignal,macdhist,mfi,willr,ADX,ADXR,APO,aroondown,aroonup,AROONOSC,ad,adosc,obv,atr,natr,trange,EMA-trend,MACD-position,MACD-indicator,Quotes_label
CVCUSDT,0.3079207409873284,0.4711099480655414,0.6044992182858169,0.7884830143116027,0.6423007134447721,0.7517496257225871,0.3590373724846381,0.4835149840917629,0.1635406331634793,0.4584327177354169,0.2770580451487408,0.5104070350042301,0.7985460723129214,0.1752306228942142,0.4285714285714286,0.0714285714285714,0.3214285714285714,0.7131639728209478,0.13385957771387,0.9124260906485314,0.5620604593342466,0.2832455886631704,0.0943980845744868,Up trend,sell,low,High position
CHZUSDT,0.0431284762022915,0.0786690433749254,0.1659486967758342,0.2921690235009846,0.2165951995400055,0.3576591944096532,0.4087067997145057,0.3834557951545642,0.5154832178061833,0.2026544690797707,0.1854062075445702,0.8428689814744854,0.7020045825465756,0.3765154993896941,0.3571428571428571,0.0,0.3214285714285714,0.5924051553111773,0.3861012771863669,0.8982894971320506,0.1054532247710623,0.1214380204367537,0.0212488755157118,Up trend,sell,low,Low position
BANDUSDT,0.1179589102760805,0.1535864112581014,0.1812681674764586,0.584988347575785,0.2022923151060198,0.4760269538722547,0.6002656672776809,0.6353003752359795,0.6179126026516086,0.3281285211933606,0.1420201166642292,0.3155323801174209,0.230676981007407,0.6155188117163337,0.8571428571428572,0.0,0.0714285714285713,0.927594573901336,0.4000620668964926,0.7189129106796701,0.1192071876645459,0.1309373790550946,0.0200002285740409,Up trend,sell,low,Middle
BUSDUSDT,0.5770456060371622,0.7100000000001293,0.7821142949150264,0.7913802093486249,0.8104198863755002,0.7865652642264034,0.6505694555935145,0.7321440892571005,0.4537129184201161,0.3656833115123181,0.5216783216783549,0.0892782204034229,0.0252358980083225,0.5671267252179962,0.5714285714285715,0.3571428571428571,0.3703703703703703,0.5439937107429278,0.3959496610404344,0.8364613938882842,0.0019814642318378,0.001977458122818,0.0033898305084741,Down trend,buy,low,High position
BEAMUSDT,0.0875378407246092,0.1087175176016695,0.1528286694576288,0.4979624779794424,0.1608965546950781,0.4127767560711517,0.5819943973531183,0.5910348242193673,0.7112881349473611,0.2499002193523564,0.1886820380903873,0.0884001716632132,0.1583746319926884,0.6006770263245752,0.3571428571428571,0.0,0.3214285714285714,0.0,0.5615971025005193,0.9000376119219358,0.1233967792760097,0.1916789883033516,0.0807092632222563,Up trend,sell,low,Middle
XTZUSDT,0.7367861543564532,0.7631722418274413,0.6643867840442927,0.9517354107854658,0.8872353140627433,0.9880970617028836,0.611544290290125,0.7295731579687478,0.4342736193049899,0.4478031598077337,0.5302036677732355,0.1884354890961647,0.5225547977815715,0.6056396601815227,0.3571428571428571,0.6428571428571429,0.6428571428571429,0.4979228178900868,0.1125649084642054,0.8115335281963734,0.7718348286184316,0.2687634511158477,0.1323732946681604,Up trend,sell,low,High position
RENUSDT,0.9163481607820192,0.8938956966037461,0.730410579646613,1.0,0.8166270631785031,1.0,0.8944061235563685,0.9846234957140072,0.5527583875631941,0.5989535434372265,0.4696293555167256,0.4167011818346288,0.5533082236034036,0.891407111390498,0.3571428571428571,0.5714285714285715,0.6071428571428572,0.7839647347508598,0.3868113691477283,0.892270621542556,0.763555599245799,0.2547778745494358,0.05563778193564,Up trend,sell,transforming,High position
RVNUSDT,0.2530168145260172,0.2691178818357093,0.3237461701251561,0.5571218800744329,0.4159625462022262,0.6114476174857971,0.3541727692344109,0.3491339739823798,0.3895728819765712,0.1447045785367239,0.2849543568073615,0.4025763144722111,0.2930937363373083,0.3212247535023583,0.3571428571428571,0.0,0.3214285714285714,0.7967713382056584,0.2722302569059499,0.8079603416584902,0.2681611737436164,0.132776641164954,0.0386144964720975,Up trend,sell,low,Low position
HBARUSDT,0.488053780220097,0.5237075516012271,0.5705458084550858,0.8129781494522236,0.956932686092631,1.0,0.2646779971219476,0.476240141939351,0.0898840987768211,0.1185013160259618,0.2308537630569332,0.2056969455099501,0.5357021819027186,0.0975581510370826,0.3571428571428571,0.0,0.3214285714285714,0.7042489769528372,0.2831293370573115,0.7393825038527978,0.6469344436779921,0.3506190649417974,0.1617375747749765,Up trend,sell,low,High position
NKNUSDT,0.0830659164037565,0.1167217423232263,0.3162776245121098,0.4483652426621062,0.2732437405456387,0.495685248555253,0.402791941551729,0.3725392190502027,0.5284709463803042,0.016990057968366,0.1992249081125846,0.4612128281046894,0.4261045223572734,0.3519685231348524,0.9285714285714286,0.0,0.0357142857142856,0.0267355526589382,0.554757609673335,0.886184667799487,0.0675542705979079,0.1127644546740029,0.0079461018970713,Up trend,sell,low,Low position
STXUSDT,0.2365261833222095,0.2972657882580674,0.426715416645962,0.6867929760909668,0.4175719115751791,0.7002478614414568,0.509096063984555,0.4350619776379663,0.4310456377756787,0.0749179467251781,0.2575650950035182,0.4390576660998923,0.4316220872756787,0.4333558402596468,0.3571428571428571,0.0,0.3214285714285714,0.9424504173751892,0.1561224732670196,0.9708862473139817,0.1303702763552834,0.1823588360650017,0.0252480247133607,Up trend,sell,low,Middle
KAVAUSDT,0.3855423275382918,0.4326182950076014,0.4572507176543571,0.4739259685640996,0.6463595186588968,0.5758049288943298,0.2205159653414842,0.1838281511672566,0.4518043397055599,0.3532089075431535,0.4147818947718287,0.199618085345662,0.2577038722668698,0.2921845087748677,0.4285714285714286,0.0714285714285714,0.3214285714285714,0.8517914399783263,0.0800608552956003,0.7840776812340403,0.389666406007254,0.1530619827011887,0.0930586784652207,Up trend,sell,low,Low position
ARPAUSDT,0.3743068639078772,0.4069390201062137,0.4420949316022636,0.7935353478354336,0.5083986873762932,0.8292465466510233,0.5687755597682084,0.5976848677188329,0.426711904163021,0.4722216485994824,0.3818469947705493,0.3752004482700652,0.3807832596776407,0.531248821951128,0.3571428571428571,0.0714285714285714,0.3571428571428571,0.0403188262976223,0.5006815376557312,0.92872936031463,0.3414630472582297,0.128757033485189,0.0926791277258567,Up trend,sell,low,High position
IOTXUSDT,0.3938929164363053,0.546065398796817,0.7244342111059284,0.6676986020460467,0.8459311806462018,0.652629128639102,0.1391524091656293,0.1343255819329129,0.2717083778610252,0.6253562742004437,0.4721194962207325,0.063343324312048,0.1325956346393837,0.1317186263215791,0.3571428571428571,0.7142857142857143,0.6785714285714286,0.0377964559608594,0.0932409819393162,0.9538355951098404,0.6058922202881365,0.3366444476595584,0.0887427558284155,Up trend,buy,transforming,Middle
RLCUSDT,0.0861515525295243,0.1669071822085975,0.4177286890964219,0.2618104607253833,0.3491634398876768,0.2593496882959801,0.150079952934043,0.1569779021865887,0.3247989710140725,0.4125875895268854,0.4664909323364219,0.3166332313737783,0.3824736162927435,0.2329369939014246,0.3571428571428571,0.0,0.3214285714285714,0.0106356230820485,0.8035992133104582,0.7614115869025493,0.0778363709204302,0.1139855351082472,0.0164047310434218,Up trend,sell,low,Middle
CTXCUSDT,0.1098900828520809,0.1586083142258997,0.2015264772883967,0.7861949721376472,0.2716007560872053,0.94867494790353,0.7059676266481983,0.8040078260925845,0.3646298677963835,0.7518061675881017,0.0923120089786755,0.7797103541102778,0.9138671968507344,0.7698838679537499,0.9285714285714286,0.1428571428571428,0.1071428571428571,0.0038752952486266,0.2944367289428529,0.9306608081090482,0.2898597968243045,0.2630409152087912,0.0140758873929009,Up trend,sell,low,High position
BCHUSDT,0.0465051451125568,0.0668239511539847,0.0864423115673295,0.2785037807225964,0.1471857033338449,0.2438412475875978,0.2158059358562019,0.2154366125953148,0.676320039050241,0.1227175303865794,0.1725003633940258,0.7419997674040972,0.3890132088760116,0.4440764881588588,0.9285714285714286,0.0,0.0357142857142856,0.9158312681968872,0.2392677808656058,0.3312435683204956,0.0403505558458867,0.0792206165446311,0.0160524456566387,Up trend,sell,low,Middle
TROYUSDT,0.2321227760055444,0.250577320239876,0.2790278520581127,1.0,0.1577076327373737,0.5224776709462239,1.0,0.9926228899826482,0.6923775734161473,0.8312393758158501,0.1287213069039612,1.0,1.0,1.0,0.0,0.2857142857142857,0.6428571428571429,0.0,0.2399253768754654,0.9903363491992376,0.5804044738228927,0.4410226962178009,0.0318848116488445,Down trend,buy,high,High position
VITEUSDT,0.1031473223525552,0.1231580051392311,0.1765355554198279,0.6317113461556955,0.1862195501335198,0.4608729278733331,0.6118931763418003,0.6457627712402851,0.3520652881248586,0.5408791605479454,0.2193450846931739,0.0105183196911666,0.0606089447559657,0.6108019233247862,0.3571428571428571,0.0714285714285714,0.3571428571428571,0.0,0.4353958820168701,0.964429867857402,0.0968710789921453,0.1391747038212247,0.0492213570634038,Up trend,sell,low,Middle
FTTUSDT,0.5243215591227016,0.5338751238850349,0.5144829556281812,0.7050150887994229,0.8598254426527941,0.9798817486480544,0.2334857272195815,0.3369110864576894,0.3234972272751616,0.459901063379784,0.1796330950742143,0.244843893141868,0.4960208113985563,0.1454360546006071,0.8571428571428572,0.0,0.0714285714285713,0.1169050209492337,0.2017178561197158,0.6979178292038017,0.6930753978603674,0.4330278702772398,0.0794490701112751,Up trend,sell,low,High position
EURUSDT,0.1237414349190069,0.0794511805998687,0.0848429757414398,0.0889972137376217,0.030640309449229,0.0920362669296574,0.3505511526004297,0.365551076916165,0.4319920491771132,0.0057345961504034,0.0528371710526371,0.3768046339857355,0.275250270817725,0.3621502772290387,1.0,0.0,0.0,0.7037133371313331,0.3870581684514233,0.6450176327888101,0.0076561357186931,0.0129898643388927,0.0035912504080969,Up trend,sell,low,High position
OGNUSDT,0.0288281587425495,0.0350165327862095,0.1612941384601875,0.3473652910542885,0.1182243718320788,0.4007163827804733,0.5392720376073686,0.5636059811705967,0.308915328046731,0.1878216742010789,0.1407034625417788,0.4390197585982126,0.4669887767009639,0.5018467858004552,0.7142857142857143,0.0,0.1428571428571428,0.2501575199776439,0.4170806023811672,0.8149130891897605,0.0532512653678541,0.1412478354683429,0.0,Up trend,sell,low,Low position
DREPUSDT,0.0552563117247756,0.0746791241978106,0.1100896274273435,0.5319883432912155,0.1123647178891588,0.5720504676248146,0.6868348987162031,0.7414003855668325,0.2650629508870065,0.7055169132854817,0.1696121759862349,0.1461214898715536,0.1754774766093246,0.6714038998579204,0.9285714285714286,0.1428571428571428,0.1071428571428571,0.0076054294562345,0.6379922748682757,0.8954174902690526,0.0300156831243,0.1070458016436634,0.012666244458518,Up trend,sell,low,Low position
TCTUSDT,0.075330508255155,0.1076218736206557,0.1559965798151448,0.5614378452570072,0.1861040335831084,0.5065991918115929,0.4394315474524516,0.5533420000825997,0.3990785671502403,0.4617073113502432,0.1256967336152757,0.6335684337710988,0.7171082982482242,0.4294593144711798,0.9285714285714286,0.0,0.0357142857142856,0.0028743771352443,0.772761322795696,0.7881123953161706,0.1334742955485554,0.1662473361641113,0.0259327338665606,Up trend,sell,low,Middle
WRXUSDT,0.0214286651338036,0.0390312086187447,0.3708614587631224,0.2818334028660298,0.0491625139440556,0.1310008165413946,0.643909300730937,0.5955107452618851,0.4946922251690731,0.3708974870711614,0.2533013100097253,0.636457588253445,0.6962943114205713,0.5791942387575406,0.5714285714285715,0.2142857142857143,0.3214285714285714,0.0212548062381262,0.723156038834444,0.7245431426213815,0.015815708461705,0.0651702686338284,0.0011700650556171,Up trend,sell,low,Low position
BTSUSDT,0.0138802081046428,0.019597500608618,0.0628336389529281,0.2550327640044493,0.0640531493555594,0.1395796597327659,0.6182342076528027,0.6138999231161303,0.6535831035371219,0.0548724969357026,0.1763125349807374,0.569150388198902,0.6136168481898124,0.6498778075553929,0.9285714285714286,0.1428571428571428,0.1071428571428571,0.2924596169422764,0.3179471253590771,0.5616645150038794,0.0641004947011983,0.1231089588090443,0.0063936063936062,Up trend,sell,low,Low position
LSKUSDT,0.117353612978889,0.1146321008724826,0.1302502052069857,0.3923016924111039,0.1826040224871356,0.2869611869340812,0.3234228079484879,0.3575691290337313,0.4725594664416103,0.564721051701752,0.3878453463643806,0.2818767762188413,0.2195044500239578,0.4320479785363325,0.9285714285714286,0.0,0.0357142857142856,0.5475760833287538,0.3234315731587118,0.9223523892157566,0.10169472699699,0.1247908017066342,0.1346252595387466,Up trend,sell,low,Middle
BNTUSDT,0.1244497725784055,0.13051940200709,0.1428490728532679,0.4106167952317151,0.1531777599749701,0.2744525373315264,0.5408730851921386,0.5464234986425343,0.6198607079094067,0.3067449517216611,0.2464586995555349,0.5837573957670878,0.4522427825345054,0.5541043325215362,0.3571428571428571,0.0,0.3214285714285714,0.206075765595421,0.6861160855255537,0.5953886871000493,0.0939024632197366,0.1105557356265375,0.037330012117948,Up trend,sell,low,Middle
LTOUSDT,0.1591560940769387,0.1505220159717322,0.1357125135400413,0.6947018199277871,0.2038141680920396,0.7761385967322035,0.6790082191094569,0.6982150911276119,0.3221424359639843,0.6766904247279995,0.2791234897048528,0.282672376592236,0.3948102139455086,0.6094390004875189,0.3571428571428571,0.7142857142857143,0.6785714285714286,0.0129747118508822,0.3995079499414778,0.976272753771238,0.3043190987284805,0.1882665309277669,0.038955289951306,Up trend,sell,low,Middle
AIONUSDT,0.0750070517504801,0.0916430959115454,0.1146065811053128,0.3950802819450681,0.1374838275298032,0.2844625876993035,0.5173611208855091,0.5901878876031088,0.4557176905864873,0.5950556554110152,0.1277825835340799,0.2774591696200091,0.234110608142613,0.5306473680420534,0.5714285714285715,0.1428571428571428,0.2857142857142857,0.1112674659738719,0.6279460159064854,0.9773276883972152,0.0923831599907543,0.1208859549363236,0.0221049158693501,Up trend,sell,low,Low position
MBLUSDT,0.1033092225922891,0.1270961383658206,0.1819630565292537,0.5851720597020006,0.1446018764610326,0.5660591976456333,0.559072580967781,0.6998066612300454,0.1140872908057141,0.1043184623667653,0.3135614594055088,0.4188095214990995,0.3944454441009966,0.5847504066852494,0.9285714285714286,0.0,0.0357142857142856,0.8637687582666592,0.4003634140252582,0.9725492540871684,0.0650177229135904,0.1703096124572232,0.0926870748299318,Up trend,sell,low,Middle
COTIUSDT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9611092630221962,0.8432769473833953,0.8614618583282114,0.5552896907437704,0.4913865939744489,1.0,0.3571428571428571,0.9285714285714286,0.7857142857142857,0.1859913665590198,0.2995785867079601,0.8861183940228078,0.9780410721447848,0.1603342033624579,0.2777456775856707,Down trend,buy,high,High position
STPTUSDT,0.2605933885405094,0.2387364584387968,0.2383021684583379,0.5214788101159974,0.2905993319963765,0.5514416011566927,0.3292651201640301,0.3066219614910169,0.4921370697416597,0.913135660452628,0.4042144251603978,0.3477537261123942,0.3780883120661279,0.2122422279886395,0.7142857142857143,1.0,0.6428571428571429,0.0,0.6553836184036752,1.0,0.2310552248791406,0.2411177978307268,0.5350078492935634,Up trend,buy,low,High position
WTCUSDT,0.1982325436716676,0.2159022418662916,0.230044161231054,0.7304613168514408,0.2898731017872757,0.7660330473240214,0.627017521975498,0.6813694742544342,0.4688906839254232,0.3711562808891713,0.2222949422719067,0.2260394117345799,0.4606016845378284,0.6471610263521448,0.5714285714285715,0.0,0.2142857142857142,0.0234142188001016,0.3362343593981057,0.5199382473802504,0.3230598346622124,0.2010903167419759,0.1112493777999005,Up trend,sell,low,High position
DATAUSDT,0.1630508938468605,0.2719853033978877,0.4981019606079391,0.5298275210226967,0.3508050867627431,0.5713122397115985,0.4400397947295002,0.4317802353177465,0.320127797987541,0.5489222423295045,0.1742993515455379,0.0547287707559779,0.210486895252809,0.3858160822731492,0.3571428571428571,0.0714285714285714,0.3571428571428571,0.00296645307347,0.8861999720401841,0.9802803975381686,0.1118901907656637,0.1109031625960169,0.0082015577059239,Up trend,sell,low,Middle
SOLUSDT,0.6431653679454932,0.7138447895327437,0.7396068210086231,0.8763340723376076,1.0,1.0,0.142348671598352,0.2655065888308769,0.2698079185407642,0.2504489301339511,0.4567319456834656,0.2606232021476985,0.5445751636678077,0.0,0.3571428571428571,0.1428571428571428,0.3928571428571428,0.8754558385460542,0.3223505192115928,0.6727986861495744,0.7786924723399535,0.166957423582572,0.1157366846923051,Up trend,sell,low,High position
CTSIUSDT,0.1413229450334085,0.22902604901835,0.3977753908846766,0.4698883676169834,0.4314682852924794,0.5422642526520087,0.1985264689382575,0.2103683446057424,0.4318761721040971,0.4387387488846598,0.4054417828466106,0.1764982972629394,0.3123824067768435,0.3126720854620816,0.3571428571428571,0.1428571428571428,0.3928571428571428,0.006448798055481,0.3481833421005249,0.9643765582228008,0.1572839117685678,0.1198890815876541,0.01493916720473,Up trend,sell,low,Low position
HIVEUSDT,0.5380363350374502,0.5441123158553867,0.5506837150237295,0.7240705321065377,0.8485354505794335,0.886806505840046,0.1733512619930751,0.3112917249238326,0.2098958795057603,0.4632809082699221,0.2944746981318561,0.4532387360538778,0.7384994354518746,0.0,0.9285714285714286,0.0714285714285714,0.0714285714285713,0.7414218715268891,0.5410771170493741,1.0,0.5191817374012074,0.2867720037435581,0.2804368029739777,Up trend,sell,low,High position
CHRUSDT,0.391626108244901,0.4129849241099354,0.4131535143598821,0.4914266880430064,0.6550797046481505,0.6455231473364531,0.2226812832052493,0.1423481234050454,0.4342264328489332,0.297933813290444,0.3652741880531239,0.2410764279935468,0.2236817993044219,0.2454408351377782,0.7142857142857143,0.0714285714285714,0.1785714285714285,0.0133259087221989,0.413453215604086,0.8876174283266184,0.3991570518208173,0.0805895764852598,0.2014401440144015,Up trend,sell,low,Low position
BTCUPUSDT,0.1527982677689059,0.1452950859135595,0.1418475836770528,0.4309389137597734,0.2467570368308838,0.4583402166762848,0.5076673046259029,0.4988850470850973,0.5442946014858012,0.4374619070034429,0.3678530803481325,0.376823843592596,0.2379173128262882,0.4912254030165249,0.3571428571428571,0.1428571428571428,0.3928571428571428,0.9876317079435794,0.3731947745908636,0.5252978534857085,0.3121431375220023,0.2198545170441679,0.1383833025408381,Up trend,sell,low,Low position
BTCDOWNUSDT,0.116743529964785,0.1303085544527715,0.1621513282523849,0.1462718208731334,0.0464305392297067,0.0866150188111476,0.5621966770894888,0.6054014996199789,0.5228478259656719,0.478476036431008,0.5127659919461328,0.3067587517138989,0.0128406569486672,0.6169735079591826,0.1428571428571428,0.3571428571428571,0.6071428571428572,0.0169222952835734,0.8205100678827388,0.2536968372612017,0.0358110453299916,0.1346441100446197,0.0290954484347993,Down trend,buy,high,High position
GXSUSDT,0.1153973901667523,0.1275954036740697,0.2001869750753804,0.4805354253092324,0.2354428112229949,0.4841748341023711,0.4203496800754939,0.462490420191097,0.4424723385204832,0.2496488113184991,0.115441261829655,0.4117015932556531,0.4009774555476914,0.5287698412698396,0.9285714285714286,0.2142857142857143,0.1428571428571428,0.0021855887333363,0.7842068494234694,0.96464583504032,0.0829497264181245,0.0831901776859822,0.0205807097563689,Up trend,sell,low,Low position
ARDRUSDT,0.3532172593723512,0.4041666457699118,0.4031312312146361,0.745172114807717,0.6149694533036644,0.7671932852441233,0.337044238010778,0.4833910591902108,0.1305497530622251,0.3210291019895758,0.2105865090168501,0.4118845372106783,0.6800930399612817,0.2389500902101385,0.9285714285714286,0.0,0.0357142857142856,0.4447246126183284,0.7872855622331444,0.9526302826070224,0.3413612465130367,0.2390938123190544,0.1908015010102954,Up trend,sell,low,High position
MDTUSDT,0.1409576625385626,0.174590183665118,0.2168864718569393,0.5926104800011023,0.2438396321647174,0.6418999991488792,0.6033307971028967,0.5855930437039564,0.4510484716807699,0.7022140986500045,0.5077054274965994,0.2097593378724986,0.3695027133227268,0.567643273732919,0.3571428571428571,0.2142857142857143,0.4285714285714285,0.0,0.1837198868526002,1.0,0.1808958676470789,0.1362589221095168,0.2035826676349551,Up trend,sell,low,Middle
STMXUSDT,0.1648779779713146,0.1759342888335417,0.2209423362601205,0.599291332564702,0.2694640602058218,0.6278149850120577,0.4421463425859672,0.551064986120618,0.1594650495294108,0.2380734923202252,0.2114951107920641,0.3098857098623899,0.4124368033625907,0.4446378895683823,0.9285714285714286,0.0714285714285714,0.0714285714285713,0.8822399765844751,0.3128963674604172,0.845034556429732,0.1478250051750639,0.2105987819025581,0.0735246564268391,Up trend,sell,low,Middle
KNCUSDT,0.0644821927924653,0.0690335305719913,0.1147837388336941,0.3108202795608482,0.1161079290746938,0.2258690336336604,0.5139079701618524,0.5162390258275202,0.5449564067175534,0.1750309004323908,0.2657071054859772,0.7709971558368246,0.5766252888721272,0.5355610732236208,0.7142857142857143,0.0,0.1428571428571428,0.8809642276131734,0.2177743994108228,0.8783937196445084,0.0962254926241697,0.1433372962772611,0.0685871056241425,Up trend,sell,low,Middle
REPUSDT,0.1801389247587581,0.19643731975737,0.2291631240030973,0.502648745427036,0.2538806066207639,0.5352472145890316,0.3857410841887316,0.3824335319528648,0.4367918748742553,0.3146793781080232,0.2533184393913117,0.3277836270457294,0.2904008527939565,0.3658369773038127,0.9285714285714286,0.0,0.0357142857142856,0.8381077143070482,0.5095982653422898,0.9828692428256194,0.1547096248388074,0.1571134987249644,0.1608884710306734,Up trend,sell,low,Low position
LRCUSDT,0.2830694247101369,0.341140703947932,0.4196494271174208,0.6291280942631851,0.5165754205882007,0.7440926548481352,0.3007375108430777,0.315857011125021,0.457186159827712,0.0612398777059355,0.140771905808829,0.2651572999474461,0.4302441546714085,0.3414966557994116,0.8571428571428572,0.0,0.0714285714285713,0.003017292320206,0.5210418666768629,0.793923455222467,0.2531212670031703,0.1374470573923344,0.0332643746100547,Up trend,sell,low,Low position
PNTUSDT,0.1097019210523091,0.1276211135213305,0.1506726055911443,0.5286442723064311,0.1932465560412248,0.4680391190132841,0.5369173961090032,0.5943432604501345,0.3544097436241586,0.3927052162182242,0.2790915705169607,0.2704595569088905,0.3420698129018611,0.5288970483784304,0.5714285714285715,0.0,0.2142857142857142,0.0042298113019755,0.4832185503353696,0.6989758426531844,0.190703521104624,0.1839964187430181,0.0055053285519471,Up trend,sell,low,Low position
COMPUSDT,0.157179955967574,0.1651335051047635,0.1961837420446432,0.4330977764363372,0.147739745058754,0.3071313042558522,0.2972743627808799,0.2818102587795462,0.574665160927633,0.015119269582045,0.248628505451297,0.5449318120862691,0.3406060658918278,0.4430191484583544,0.9285714285714286,0.0,0.0357142857142856,0.8879184705880651,0.4195847987834405,0.7811784342536489,0.0561260704046727,0.2029989951812198,0.0568801878368993,Up trend,sell,low,Low position
SCUSDT,0.0823468487896186,0.1048921182539244,0.1651418035790186,0.4489087021476422,0.1858599203951745,0.4322215324045627,0.426250099132098,0.3633656539089667,0.6658164446085807,0.1829370729954846,0.2166630597189182,0.3075194353762803,0.0,0.4257661135235605,0.9285714285714286,0.0,0.0357142857142856,0.9644288039253076,0.1230839734304168,0.6344573884529433,0.0928642426942728,0.1263788284503201,0.0221935853379152,Up trend,sell,low,Low position
ZENUSDT,0.1615510869360002,0.192966464577945,0.2266400894264004,0.4626727806803611,0.3290958295562184,0.5182512585643471,0.2056046323621303,0.2110355047404233,0.6121225733623297,0.2007286107316218,0.1907192825786482,0.3010910173683939,0.3865730569828188,0.2032417883534954,0.7142857142857143,0.0,0.1428571428571428,0.7568931158522183,0.1831405542884777,0.2221673500435836,0.1994644950915878,0.2324588321427274,0.0361074630737551,Up trend,sell,low,Low position
SNXUSDT,0.1989115817635626,0.2352488420358176,0.2637706012831656,0.5355022185633918,0.2422911884981347,0.4275271694081936,0.4191279692913562,0.5372346881645775,0.2723564877586958,0.0,0.0690859182111353,0.1382403295621585,0.1547277119954732,0.3647136684421175,0.9285714285714286,0.0,0.0357142857142856,0.3973523916327,0.3972930979240661,0.7438791278392891,0.1068901075266419,0.2247446359543168,0.0048674959437534,Up trend,sell,low,Middle
ETHUPUSDT,0.0586895940880344,0.054849955270193,0.262954185740738,0.3710462312132646,0.1092348168340185,0.2241162890415485,0.4061483689220349,0.40215006432148,0.6961311483182493,0.3077989048102624,0.2330359484780259,0.4927816717913992,0.3003904752518743,0.5665263759311346,0.3571428571428571,0.0,0.3214285714285714,0.9499970779752828,0.5615994481796639,0.8777091607113716,0.0865545433455528,0.0959330683784113,0.0185912034504255,Up trend,sell,low,Low position
ETHDOWNUSDT,0.2027735985636182,0.2155599761267823,0.4661456420954981,0.2108457531301882,0.3530698084774363,0.2759288668302641,0.2665826468839412,0.253156440063089,0.4529107552120235,0.5679352991427844,0.433795388482381,0.2745187659173455,0.0222790431209986,0.3713341229926077,0.0,0.3571428571428571,0.6785714285714286,0.039518263348459,0.8326742901142636,0.1697082480446161,0.2953272029134598,0.0198420472027485,0.0385999393196237,Down trend,buy,high,High position
ADAUPUSDT,0.2741163336661924,0.2926799834451433,0.278711971405441,0.3678209154953897,0.5991235804770687,0.5050147172645396,0.0063001814582953,0.0,0.4718415814748775,0.2242176670226824,0.3109535265257248,0.5657382513314466,0.5687538775654581,0.1142233166485395,0.3571428571428571,0.0,0.3214285714285714,0.971110949120961,0.3393707205128501,0.8662100311554956,0.5785724873067193,0.374025332418037,0.0408361989338853,Up trend,sell,low,Low position
ADADOWNUSDT,0.0006736291162814,0.0010064900192969,0.4209073034882608,0.9495653310109032,0.0,0.0003196297845603,0.8534487997343282,0.5368936944518846,0.8272734625170889,0.7195245659547871,0.341806767708252,0.067590164830069,0.0,0.5291613224917707,0.6428571428571429,0.3571428571428571,0.3571428571428571,0.1118772518196248,0.815935638935509,0.2525922789414904,0.0,0.0026878462795389,6.32991129847785e-05,Down trend,buy,high,High position
LINKUPUSDT,0.0150545434179609,0.0145574958053319,0.0993801664478331,0.1782534752929837,0.0209646271815517,0.0357858376492465,0.5264153419656741,0.529253589190182,0.7001509970878421,0.3751584039686805,0.2010245687758111,0.2771707053878134,0.0,0.624928104443414,0.3571428571428571,0.0,0.3214285714285714,0.4981824887352746,0.5543493808044682,0.6720592174634692,0.0329089017320843,0.1244442880123955,0.0093574091673368,Up trend,sell,low,Low position
LINKDOWNUSDT,0.0052524710001204,0.0073956820883745,0.4075201480169348,0.1995835619068031,0.0,0.0060975105168044,0.9302597616926136,0.9525097331991244,0.7857574377606839,0.5088815565490019,0.452113508720071,0.0592434813641833,4.6865132109711455e-05,0.859103532721918,0.0,0.4285714285714286,0.7407407407407407,0.0061579368926204,0.976785038738308,0.0033051117412039,0.0,0.0581925384084807,0.0006303994009036,Down trend,buy,high,Low position
VTHOUSDT,0.1573450057450275,0.1841585063473382,0.2044712896369937,0.4790611680239232,0.2797578785063671,0.469561133734084,0.350767650664368,0.3401591006325497,0.4757237275436391,0.3772786156450908,0.5143847639108302,0.519088490394279,0.5913680028093595,0.3294508782846329,0.3571428571428571,0.0,0.3214285714285714,0.0391025703883505,0.6032063414705675,0.5582417533020558,0.1385689930329641,0.1374580855368313,0.048984341938214,Up trend,sell,low,Middle
DGBUSDT,0.0519751041170248,0.0631790602511643,0.0759674553631257,0.3208071989917373,0.1229609479334526,0.2327075601900322,0.3158506925617603,0.2906922889979791,0.7357902395069899,0.1823767111145632,0.1991997296401041,0.4229282539296589,0.1149077008899864,0.4298465812548842,0.9285714285714286,0.0,0.0357142857142856,0.3595598348342849,0.3809078573820089,0.817453282415363,0.0457466418596076,0.1181702527843489,0.0172235618325869,Up trend,sell,low,Low position
GBPUSDT,0.012914999612129,0.0,0.0607809035211897,0.0,0.0,0.0,0.0914956545556427,0.0793123442740356,0.4427781690283027,0.059493782344927,0.1848051229346195,0.0076592237945078,0.0486171775040776,0.3281552252890001,0.9285714285714286,0.3571428571428571,0.2142857142857142,0.4905584319262663,0.5002288760667988,0.2926805561321214,0.1053248058357506,0.1193048452869565,0.0235571260306242,Up trend,sell,low,High position
